InvoiceDetailID,InvoiceID,ProductID,ProductPrice,TaxAmount,ConsignorID,StoreOwned,ItemCost,FedTax,Voided,TaxRef,FedTaxRef,DiscRef,CardNumber,VoidBy,StoreID,EffPrice
4827,1937,11840,5.99,0.50,63,FALSE,5.09,0,FALSE,,,,,,,
4828,1937,57285,8.00,0.67,500,FALSE,0.00,0,FALSE,,,,,,,
4829,1938,44998,10.99,0.92,500,FALSE,9.34,0,FALSE,,,,,,,
4830,1939,40805,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4831,1939,40805,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4832,1939,40801,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4833,1939,40786,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4834,1939,40805,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4835,1939,40801,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4836,1939,40786,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4837,1939,40796,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4838,1939,40786,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4839,1939,40805,1.00,0.08,14,FALSE,0.85,0,FALSE,,,,,,,
4840,1940,48474,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
4841,1940,48474,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
4842,1941,57286,7.98,0.67,500,FALSE,0.00,0,FALSE,,,,,,,
4843,1942,89487,3.50,0.29,42,FALSE,2.97,0,FALSE,,,,,,,
4844,1942,12307,12.95,1.09,36,FALSE,11.00,0,FALSE,,,,,,,
4845,1943,57287,4.99,0.42,40,FALSE,4.24,0,FALSE,,,,,,,
4846,1943,57288,5.99,0.50,40,FALSE,5.09,0,FALSE,,,,,,,
4847,1943,21130,22.00,1.85,73,FALSE,18.70,0,FALSE,,,,,,,
4848,1944,7642,4.00,0.34,15,FALSE,3.40,0,FALSE,,,,,,,
4849,1945,17137,9.95,0.84,36,FALSE,8.45,0,FALSE,,,,,,,
4850,1945,23572,2.50,0.21,87,FALSE,2.12,0,FALSE,,,,,,,
4851,1945,23572,2.50,0.21,87,FALSE,2.12,0,FALSE,,,,,,,
4852,1945,23572,2.50,0.21,87,FALSE,2.12,0,FALSE,,,,,,,
4853,1946,25648,3.50,0.29,24,FALSE,2.97,0,FALSE,,,,,,,
4854,1946,25648,3.50,0.29,24,FALSE,2.97,0,FALSE,,,,,,,
4855,1946,379,6.00,0.50,37,FALSE,5.10,0,FALSE,,,,,,,
4856,1946,18435,3.99,0.34,73,FALSE,3.39,0,FALSE,,,,,,,
4857,1946,34507,5.99,0.50,40,FALSE,5.09,0,FALSE,,,,,,,
4858,1947,16709,12.00,1.01,43,FALSE,10.20,0,FALSE,,,,,,,
4859,1947,27257,10.99,0.92,4,FALSE,9.34,0,FALSE,,,,,,,
4860,1947,7712,15.00,1.26,64,FALSE,12.75,0,FALSE,,,,,,,
4861,1947,47962,4.99,0.42,500,FALSE,4.24,0,FALSE,,,,,,,
4862,1947,56416,4.99,0.42,500,FALSE,4.24,0,FALSE,,,,,,,
4863,1948,18862,10.00,0.84,81,FALSE,8.50,0,FALSE,,,,,,,
4864,1949,18117,19.95,1.68,84,FALSE,16.95,0,FALSE,,,,,,,
4865,1949,18117,19.95,1.68,84,FALSE,16.95,0,FALSE,,,,,,,
4866,1950,378,7.00,0.59,37,FALSE,5.95,0,FALSE,,,,,,,
4867,1950,51533,5.49,0.46,500,FALSE,4.66,0,FALSE,,,,,,,
4868,1950,42888,8.50,0.71,88,FALSE,7.22,0,FALSE,,,,,,,
4869,1951,48596,1.50,0.13,500,FALSE,1.27,0,FALSE,,,,,,,
4870,1951,45524,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
4871,1951,45514,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
4872,1952,16395,30.00,2.52,76,FALSE,25.50,0,FALSE,,,,,,,
4873,1953,54297,2.75,0.23,500,FALSE,2.33,0,FALSE,,,,,,,
4874,1954,57158,5.50,0.46,69,FALSE,4.67,0,FALSE,,,,,,,
4875,1954,57158,5.50,0.46,69,FALSE,4.67,0,FALSE,,,,,,,
4876,1954,23572,2.50,0.21,87,FALSE,2.12,0,FALSE,,,,,,,
4877,1954,23572,2.50,0.21,87,FALSE,2.12,0,FALSE,,,,,,,
4878,1955,17882,7.00,0.59,63,FALSE,5.95,0,FALSE,,,,,,,
4879,1955,15712,4.00,0.34,81,FALSE,3.40,0,FALSE,,,,,,,
4880,1955,18301,10.00,0.84,80,FALSE,8.50,0,FALSE,,,,,,,
4881,1955,57401,5.75,0.48,35,FALSE,4.88,0,FALSE,,,,,,,
4882,1956,57402,30.00,2.52,15,FALSE,25.50,0,FALSE,,,,,,,
4883,1957,33988,32.99,2.77,40,FALSE,28.04,0,FALSE,,,,,,,
4884,1957,35715,10.00,0.84,7,FALSE,8.50,0,FALSE,,,,,,,
4885,1957,35715,10.00,0.84,7,FALSE,8.50,0,FALSE,,,,,,,
4886,1957,10748,8.50,0.71,63,FALSE,7.22,0,FALSE,,,,,,,
4887,1957,23869,4.50,0.38,20,FALSE,3.82,0,FALSE,,,,,,,
4888,1957,29462,2.50,0.21,42,FALSE,2.12,0,FALSE,,,,,,,
4889,1957,17816,4.50,0.38,42,FALSE,3.82,0,FALSE,,,,,,,
4890,1957,29613,6.50,0.55,42,FALSE,5.52,0,FALSE,,,,,,,
4891,1958,17381,45.00,3.78,511,FALSE,38.25,0,FALSE,,,,,,,
4892,1959,25563,5.00,0.42,24,FALSE,4.25,0,FALSE,,,,,,,
4893,1960,26995,8.00,0.67,59,FALSE,6.80,0,FALSE,,,,,,,
4894,1960,53436,24.99,2.10,500,FALSE,21.24,0,FALSE,,,,,,,
4895,1961,57403,5.00,0.42,63,FALSE,4.25,0,FALSE,,,,,,,
4896,1961,40452,8.50,0.71,68,FALSE,7.22,0,FALSE,,,,,,,
4897,1961,8001,1.99,0.17,83,FALSE,1.69,0,FALSE,,,,,,,
4898,1961,16166,16.00,1.34,76,FALSE,13.60,0,FALSE,,,,,,,
4899,1961,113619,32.00,2.69,25,FALSE,27.20,0,FALSE,,,,,,,
4900,1962,77209579,20.00,1.68,8,FALSE,17.00,0,FALSE,,,,,,,
4901,1962,9475,6.95,0.58,27,FALSE,5.90,0,FALSE,,,,,,,
4902,1963,57404,2.00,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
4903,1963,57405,1.39,0.12,500,FALSE,0.00,0,FALSE,,,,,,,
4904,1963,57341,36.00,3.02,76,FALSE,30.60,0,FALSE,,,,,,,
4905,1964,57443,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
4906,1965,48284,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
4907,1965,48284,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
4908,1965,57444,10.99,0.92,500,FALSE,0.00,0,FALSE,,,,,,,
4909,1965,47341,29.99,2.52,500,FALSE,25.49,0,FALSE,,,,,,,
4910,1966,57248,26.00,2.18,511,FALSE,22.10,0,FALSE,,,,,,,
4911,1966,113576,4.75,0.40,25,FALSE,4.03,0,FALSE,,,,,,,
4912,1966,27324,46.00,3.86,69,FALSE,39.10,0,FALSE,,,,,,,
4913,1967,46329,11.99,1.01,500,FALSE,10.19,0,FALSE,,,,,,,
4914,1967,46329,11.99,1.01,500,FALSE,10.19,0,FALSE,,,,,,,
4915,1968,15045,6.00,0.50,51,FALSE,5.10,0,FALSE,,,,,,,
4916,1969,53695,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
4917,1969,16106,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
4918,1969,57484,10.50,0.88,500,FALSE,0.00,0,FALSE,,,,,,,
4919,1970,57485,2.09,0.18,500,FALSE,0.00,0,FALSE,,,,,,,
4920,1970,53367,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
4921,1970,53540,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
4922,1970,53501,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
4923,1971,36275,4.50,0.38,48,FALSE,3.82,0,FALSE,,,,,,,
4924,1971,36275,4.50,0.38,48,FALSE,3.82,0,FALSE,,,,,,,
4925,1971,36269,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
4926,1971,36269,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
4927,1971,36269,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
4928,1971,15494,16.00,1.34,42,FALSE,13.60,0,FALSE,,,,,,,
4929,1971,29357,3.00,0.25,42,FALSE,2.55,0,FALSE,,,,,,,
4930,1971,41803,9.95,0.84,74,FALSE,8.45,0,FALSE,,,,,,,
4931,1971,41803,9.95,0.84,74,FALSE,8.45,0,FALSE,,,,,,,
4932,1972,159303,18.00,1.51,89,FALSE,15.30,0,FALSE,,,,,,,
4933,1973,7275,6.00,0.50,54,FALSE,5.10,0,FALSE,,,,,,,
4934,1974,57491,2.00,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
4935,1975,9389,12.95,1.09,27,FALSE,11.00,0,FALSE,,,,,,,
4936,1975,16272,5.00,0.42,49,FALSE,4.25,0,FALSE,,,,,,,
4937,1976,57492,3.80,0.32,500,FALSE,0.00,0,FALSE,,,,,,,
4938,1977,177685,20.00,1.68,502,FALSE,17.00,0,FALSE,,,,,,,
4939,1977,15750,39.00,3.28,14,FALSE,33.15,0,FALSE,,,,,,,
4940,1979,18447,15.00,1.26,21,FALSE,12.75,0,FALSE,,,,,,,
4941,1979,15717,3.25,0.27,35,FALSE,2.76,0,FALSE,,,,,,,
4942,1979,16656,15.00,1.26,509,FALSE,12.75,0,FALSE,,,,,,,
4943,1978,111622,5.95,0.40,500,FALSE,0.00,0,FALSE,,,,,,,4.760000229
4944,1978,50281,1.99,0.13,500,FALSE,1.69,0,FALSE,,,,,,,1.590000033
4945,1978,50281,1.99,0.13,500,FALSE,1.69,0,FALSE,,,,,,,1.590000033
4946,1978,57493,9.99,0.67,500,FALSE,0.00,0,FALSE,,,,,,,7.989999771
4947,1978,57494,1.98,0.13,500,FALSE,0.00,0,FALSE,,,,,,,1.580000043
4948,1981,19051,3.99,0.34,81,FALSE,3.39,0,FALSE,,,,,,,
4949,1981,18800,2.75,0.23,81,FALSE,2.33,0,FALSE,,,,,,,
4950,1981,19049,10.95,0.92,81,FALSE,9.30,0,FALSE,,,,,,,
4951,1980,1041,12.00,1.01,32,FALSE,10.20,0,FALSE,,,,,,,
4952,1982,47289,1.99,0.17,500,FALSE,1.69,0,FALSE,,,,,,,
4953,1982,46586,3.49,0.29,500,FALSE,2.96,0,FALSE,,,,,,,
4954,1983,7915,1.95,0.16,56,FALSE,1.65,0,FALSE,,,,,,,
4955,1983,7587,5.00,0.42,15,FALSE,4.25,0,FALSE,,,,,,,
4956,1984,51011,4.99,0.42,500,FALSE,4.24,0,FALSE,,,,,,,
4957,1984,48443,4.99,0.42,500,FALSE,4.24,0,FALSE,,,,,,,
4958,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4959,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4960,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4961,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4962,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4963,1984,48717,0.50,0.04,500,FALSE,0.42,0,FALSE,,,,,,,
4964,1985,43334,18.00,1.51,49,FALSE,15.30,0,FALSE,,,,,,,
4965,1985,77209388,24.00,2.02,8,FALSE,20.40,0,FALSE,,,,,,,
4966,1986,16093,24.99,2.10,9,FALSE,21.24,0,FALSE,,,,,,,
4967,1986,16092,24.99,2.10,9,FALSE,21.24,0,FALSE,,,,,,,
4968,1986,172419,10.00,0.84,1,FALSE,8.50,0,FALSE,,,,,,,
4969,1987,9331,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
4970,1988,47175,8.99,0.76,500,FALSE,7.64,0,FALSE,,,,,,,
4971,1988,30794,4.99,0.42,79,FALSE,4.24,0,FALSE,,,,,,,
4972,1988,50530,1.39,0.00,500,FALSE,1.18,0,FALSE,,,,,,,
4973,1989,34597,6.99,0.59,2,FALSE,5.94,0,FALSE,,,,,,,
4974,1990,11650,7.99,0.67,63,FALSE,6.79,0,FALSE,,,,,,,
4975,1990,11650,7.99,0.67,63,FALSE,6.79,0,FALSE,,,,,,,
4976,1991,15678,6.50,0.55,42,FALSE,5.52,0,FALSE,,,,,,,
4977,1991,35505,12.00,1.01,82,FALSE,10.20,0,FALSE,,,,,,,
4978,1992,57527,15.99,1.34,500,FALSE,0.00,0,TRUE,1.340000033,0,0,,Unknown,,
4979,1993,57528,3.58,0.30,500,FALSE,0.00,0,FALSE,,,,,,,
4980,1993,57529,1.99,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
4981,1994,50321,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
4982,1994,47531,6.99,0.59,2,FALSE,5.94,0,FALSE,,,,,,,
4983,1995,29948,25.00,2.10,89,FALSE,21.25,0,FALSE,,,,,,,
4984,1995,34393,16.00,1.34,40,FALSE,13.60,0,FALSE,,,,,,,
4985,1995,18439,4.00,0.34,73,FALSE,3.40,0,FALSE,,,,,,,
4986,1995,18439,4.00,0.34,73,FALSE,3.40,0,FALSE,,,,,,,
4987,1996,17226,6.00,0.50,25,FALSE,5.10,0,FALSE,,,,,,,
4988,1997,57530,2.00,0.17,500,FALSE,0.00,0,FALSE,,,,,,,
4989,1997,57532,5.98,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
4990,1998,57533,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
4991,1999,27082,20.00,1.68,30,FALSE,17.00,0,FALSE,,,,,,,
4992,1999,27082,20.00,1.68,30,FALSE,17.00,0,FALSE,,,,,,,
4993,2000,37287,30.00,2.52,29,FALSE,25.50,0,FALSE,,,,,,,
4994,2000,47157,6.29,0.53,500,FALSE,5.34,0,FALSE,,,,,,,
4995,2000,50500,2.89,0.24,500,FALSE,2.45,0,FALSE,,,,,,,
4996,2000,51139,2.89,0.24,500,FALSE,2.45,0,FALSE,,,,,,,
4997,2000,50535,1.39,0.12,500,FALSE,1.18,0,FALSE,,,,,,,
4998,2001,180337,24.00,2.02,76,FALSE,20.40,0,FALSE,,,,,,,
4999,2001,42022,5.99,0.50,26,FALSE,5.09,0,FALSE,,,,,,,
5000,2001,17520,20.00,1.68,40,FALSE,17.00,0,FALSE,,,,,,,
5001,2001,11119,38.00,3.19,63,FALSE,32.30,0,FALSE,,,,,,,
5002,2002,32383,3.00,0.25,22,FALSE,2.55,0,FALSE,,,,,,,
5003,2002,89494,4.50,0.38,42,FALSE,3.82,0,FALSE,,,,,,,
5004,2003,177730,3.00,0.25,502,FALSE,2.55,0,FALSE,,,,,,,
5005,2003,177731,3.00,0.25,502,FALSE,2.55,0,FALSE,,,,,,,
5006,2003,177732,3.00,0.25,502,FALSE,2.55,0,FALSE,,,,,,,
5007,2004,15462,2.00,0.17,501,FALSE,1.70,0,FALSE,,,,,,,
5008,2004,15462,2.00,0.17,501,FALSE,1.70,0,FALSE,,,,,,,
5009,2004,17792,19.00,1.60,501,FALSE,16.15,0,FALSE,,,,,,,
5010,2005,18274,5.95,0.50,56,FALSE,5.05,0,FALSE,,,,,,,
5011,2005,15211,6.00,0.50,51,FALSE,5.10,0,FALSE,,,,,,,
5012,2005,15211,6.00,0.50,51,FALSE,5.10,0,FALSE,,,,,,,
5013,2005,14787,9.00,0.76,51,FALSE,7.65,0,FALSE,,,,,,,
5014,2005,1206,35.00,2.94,32,FALSE,29.75,0,FALSE,,,,,,,
5015,2005,178988,7.00,0.59,65,FALSE,5.95,0,FALSE,,,,,,,
5016,2005,57570,3.90,0.33,56,FALSE,3.31,0,FALSE,,,,,,,
5017,2006,153157,12.99,1.09,73,FALSE,11.04,0,FALSE,,,,,,,
5018,2006,29627,3.00,0.25,42,FALSE,2.55,0,FALSE,,,,,,,
5019,2007,47032,4.00,0.34,500,FALSE,3.40,0,FALSE,,,,,,,
5020,2008,50547,0.75,0.06,500,FALSE,0.63,0,FALSE,,,,,,,
5021,2009,50511,3.49,0.00,500,FALSE,2.96,0,FALSE,,,,,,,
5022,2010,57666,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
5023,2011,57667,3.98,0.33,500,FALSE,0.00,0,FALSE,,,,,,,
5024,2012,54522,1.40,0.12,500,FALSE,1.19,0,FALSE,,,,,,,
5025,2012,174508,8.00,0.67,37,FALSE,6.80,0,FALSE,,,,,,,
5026,2013,29663,6.50,0.55,42,FALSE,5.52,0,FALSE,,,,,,,
5027,2014,56835,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
5028,2014,57668,2.50,0.21,500,FALSE,0.00,0,FALSE,,,,,,,
5029,2015,35845,1.00,0.08,48,FALSE,0.85,0,FALSE,,,,,,,
5030,2015,195,18.50,1.55,9,FALSE,15.72,0,FALSE,,,,,,,
5031,2015,36223,6.50,0.55,48,FALSE,5.52,0,FALSE,,,,,,,
5032,2015,377,7.00,0.59,37,FALSE,5.95,0,FALSE,,,,,,,
5033,2015,36280,6.50,0.55,48,FALSE,5.52,0,FALSE,,,,,,,
5034,2015,16866,8.00,0.67,509,FALSE,6.80,0,FALSE,,,,,,,
5035,2016,48216,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
5036,2016,57669,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
5037,2017,56772,3.19,0.27,500,FALSE,2.71,0,FALSE,,,,,,,
5038,2017,48229,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
5039,2017,47174,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
5040,2017,57675,2.75,0.23,500,FALSE,0.00,0,FALSE,,,,,,,
5041,2018,7756,14.00,1.18,64,FALSE,11.90,0,FALSE,,,,,,,
5042,2018,57676,7.99,0.67,500,FALSE,0.00,0,FALSE,,,,,,,
5043,2018,57677,9.99,0.84,500,FALSE,0.00,0,FALSE,,,,,,,
5044,2020,15991,13.99,1.18,17,FALSE,11.89,0,FALSE,,,,,,,
5045,2020,17362,10.95,0.92,12,FALSE,9.30,0,FALSE,,,,,,,
5046,2021,50085,3.99,0.34,500,FALSE,3.39,0,FALSE,,,,,,,
5047,2021,57678,5.98,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
5048,2022,19447,3.25,0.27,81,FALSE,2.76,0,FALSE,,,,,,,
5049,2022,20143,4.00,0.34,35,FALSE,3.40,0,FALSE,,,,,,,
5050,2022,57679,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
5051,2022,57680,0.55,0.05,500,FALSE,0.00,0,FALSE,,,,,,,
5052,2023,19515,8.50,0.71,81,FALSE,7.22,0,FALSE,,,,,,,
5053,2024,57681,5.98,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
5054,2025,17521,20.00,1.68,40,FALSE,17.00,0,FALSE,,,,,,,
5055,2025,16095,3.99,0.34,40,FALSE,3.39,0,FALSE,,,,,,,
5056,2025,16103,3.99,0.34,40,FALSE,3.39,0,FALSE,,,,,,,
5057,2025,16991,3.99,0.34,40,FALSE,3.39,0,FALSE,,,,,,,
5058,2025,16103,3.99,0.34,40,FALSE,3.39,0,FALSE,,,,,,,
5059,2025,57682,1.39,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
5060,2026,27546,5.50,0.46,91,FALSE,4.67,0,FALSE,,,,,,,
5061,2026,26072,26.95,2.26,77,FALSE,22.90,0,FALSE,,,,,,,
5062,2027,45608,9.99,0.84,500,FALSE,8.49,0,FALSE,,,,,,,
5063,2027,57683,5.99,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
5064,2028,177683,4.99,0.42,79,FALSE,4.24,0,FALSE,,,,,,,
5065,2029,17218,4.99,0.42,17,FALSE,4.24,0,FALSE,,,,,,,
5066,2029,57684,12.00,1.01,17,FALSE,10.20,0,FALSE,,,,,,,
5067,2029,21757,12.00,1.01,17,FALSE,10.20,0,FALSE,,,,,,,
5068,2029,57685,11.96,1.00,500,FALSE,0.00,0,FALSE,,,,,,,
5069,2030,49157,6.99,0.59,500,FALSE,5.94,0,FALSE,,,,,,,
5070,2031,16149,22.00,1.85,76,FALSE,18.70,0,FALSE,,,,,,,
5071,2032,57686,1.04,0.09,500,FALSE,0.00,0,FALSE,,,,,,,
5072,2033,57687,15.99,1.34,500,FALSE,0.00,0,FALSE,,,,,,,
5073,2034,32182,1.99,0.17,22,FALSE,1.69,0,FALSE,,,,,,,
5074,2034,32178,3.99,0.34,22,FALSE,3.39,0,FALSE,,,,,,,
5075,2034,32032,7.99,0.67,22,FALSE,6.79,0,FALSE,,,,,,,
5076,2034,32030,2.50,0.21,22,FALSE,2.12,0,FALSE,,,,,,,
5077,2034,57688,3.98,0.33,22,FALSE,3.38,0,FALSE,,,,,,,
5078,2035,57689,51.55,0.00,500,FALSE,0.00,0,FALSE,,,,,,,
5079,2036,57690,12.99,1.09,500,FALSE,0.00,0,FALSE,,,,,,,
5080,2037,43375,12.00,1.01,49,FALSE,10.20,0,FALSE,,,,,,,
5081,2037,57691,2.10,0.18,500,FALSE,0.00,0,FALSE,,,,,,,
5082,2038,16714,12.00,1.01,43,FALSE,10.20,0,FALSE,,,,,,,
5083,2039,17684,19.00,1.60,511,FALSE,16.15,0,FALSE,,,,,,,
5084,2040,57295,6.99,0.59,17,FALSE,5.94,0,FALSE,,,,,,,
5085,2040,57295,6.99,0.59,17,FALSE,5.94,0,FALSE,,,,,,,
5086,2040,57371,3.00,0.25,51,FALSE,2.55,0,FALSE,,,,,,,
5087,2041,25387,1.00,0.08,24,FALSE,0.85,0,FALSE,,,,,,,
5088,2041,21642,3.50,0.29,17,FALSE,2.97,0,FALSE,,,,,,,
5089,2042,89410,8.50,0.71,92,FALSE,7.22,0,FALSE,,,,,,,
5090,2042,57694,8.50,0.71,92,FALSE,7.22,0,FALSE,,,,,,,
5091,2043,21841,4.99,0.42,17,FALSE,4.24,0,FALSE,,,,,,,
5092,2044,5745,45.00,3.78,25,FALSE,38.25,0,FALSE,,,,,,,
5093,2045,34419,140.00,11.76,40,FALSE,119.00,0,FALSE,,,,,,,
5094,2045,17514,20.00,1.68,8,FALSE,17.00,0,FALSE,,,,,,,
5095,2047,41656,12.50,0.00,74,FALSE,10.62,0,FALSE,,,,,,,
5096,2047,15829,15.00,0.00,30,FALSE,12.75,0,FALSE,,,,,,,
5097,2047,57732,12.00,0.00,74,FALSE,10.20,0,FALSE,,,,,,,
5098,2048,56826,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
5099,2048,56826,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
5100,2048,56826,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
5101,2048,56826,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
5102,2048,56826,3.99,0.34,500,FALSE,3.99,0,FALSE,,,,,,,
5103,2049,113435,4.99,0.42,22,FALSE,4.24,0,FALSE,,,,,,,
5104,2049,113435,4.99,0.42,22,FALSE,4.24,0,FALSE,,,,,,,
5105,2049,169622,11.95,1.00,56,FALSE,10.15,0,FALSE,,,,,,,
5106,2049,8918,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
5107,2049,57516,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
5108,2050,56900,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
5109,2051,57749,1.50,0.13,500,FALSE,0.00,0,FALSE,,,,,,,
5110,2051,7956,5.99,0.50,83,FALSE,5.09,0,FALSE,,,,,,,
5111,2051,17233,6.50,0.55,43,FALSE,5.52,0,FALSE,,,,,,,
5112,2052,46053,9.99,0.84,500,FALSE,8.49,0,FALSE,,,,,,,
5113,2052,57750,17.99,1.51,500,FALSE,0.00,0,FALSE,,,,,,,
5114,2053,16106,19.50,1.64,500,FALSE,0.00,0,FALSE,,,,,,,
5115,2054,57751,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
5116,2055,57518,4.99,0.42,70,FALSE,4.24,0,FALSE,,,,,,,
5117,2055,113434,4.99,0.42,22,FALSE,4.24,0,FALSE,,,,,,,
5118,2056,44695,22.99,1.93,500,FALSE,19.54,0,FALSE,,,,,,,
5119,2056,45111,7.99,0.67,500,FALSE,6.79,0,FALSE,,,,,,,
5120,2056,45050,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
5121,2056,45163,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
5122,2056,45164,2.99,0.25,500,FALSE,2.54,0,FALSE,,,,,,,
5123,2057,57755,19.99,1.68,500,FALSE,0.00,0,FALSE,,,,,,,
5124,2058,180427,4.50,0.38,48,FALSE,3.82,0,FALSE,,,,,,,
5125,2058,57757,3.00,0.25,48,FALSE,2.55,0,FALSE,,,,,,,
5126,2059,57763,9.80,0.82,500,FALSE,0.00,0,FALSE,,,,,,,
5127,2059,51749,1.95,0.16,500,FALSE,1.65,0,FALSE,,,,,,,
5128,2059,51749,1.95,0.16,500,FALSE,1.65,0,FALSE,,,,,,,
5129,2059,51749,1.95,0.16,500,FALSE,1.65,0,FALSE,,,,,,,
5130,2059,51749,1.95,0.16,500,FALSE,1.65,0,FALSE,,,,,,,
5131,2059,51749,1.95,0.16,500,FALSE,1.65,0,FALSE,,,,,,,
5132,2059,51825,1.50,0.13,500,FALSE,1.27,0,FALSE,,,,,,,
5133,2059,46664,0.69,0.06,500,FALSE,0.58,0,FALSE,,,,,,,
5134,2060,57764,5.00,0.42,500,FALSE,0.00,0,FALSE,,,,,,,
5135,2060,57765,8.99,0.76,500,FALSE,0.00,0,FALSE,,,,,,,
5136,2061,8649,10.50,0.88,500,FALSE,10.50,0,FALSE,,,,,,,
5137,2061,8649,10.50,0.88,500,FALSE,10.50,0,FALSE,,,,,,,
5138,2061,57766,1.96,0.16,500,FALSE,0.00,0,FALSE,,,,,,,
5139,2062,19815,3.50,0.29,35,FALSE,2.97,0,FALSE,,,,,,,
5140,2062,57768,5.97,0.50,500,FALSE,0.00,0,FALSE,,,,,,,
5141,2062,57769,0.99,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
5142,2063,15991,13.99,1.18,17,FALSE,11.89,0,FALSE,,,,,,,
5143,2063,25277,1.50,0.13,24,FALSE,1.27,0,FALSE,,,,,,,
5144,2063,29333,2.50,0.21,42,FALSE,2.12,0,FALSE,,,,,,,
5145,2063,113462,6.00,0.50,16,FALSE,5.10,0,FALSE,,,,,,,
5146,2063,57770,2.99,0.25,500,FALSE,0.00,0,FALSE,,,,,,,
5147,2064,10780,65.00,5.46,63,FALSE,55.25,0,FALSE,,,,,,,
5148,2065,57253,45.00,3.78,511,FALSE,38.25,0,FALSE,,,,,,,
5149,2065,177724,10.00,0.84,5,FALSE,8.50,0,FALSE,,,,,,,
5150,2066,7870,12.95,1.09,56,FALSE,11.00,0,FALSE,,,,,,,
5151,2067,57771,1.00,0.08,500,FALSE,0.00,0,FALSE,,,,,,,
5152,2067,48065,2.49,0.21,500,FALSE,2.11,0,FALSE,,,,,,,
5153,2067,46980,4.49,0.38,500,FALSE,3.81,0,FALSE,,,,,,,
5154,2068,46329,11.99,1.01,500,FALSE,10.19,0,FALSE,,,,,,,
5155,2068,57772,4.40,0.37,500,FALSE,0.00,0,FALSE,,,,,,,
