InvoiceID,Employee,InvoiceDate,PaymentTerms,GrossDue,Discount,SalesTax,AcctCredit,NetDue,ItemCount,CreditCardCut,InvCost,FedSalesTax,Text1,Num1,PayTerms2,PayAmt1,PayAmt2,BuyersFee,Layaways,TaxExemptNo,LayCredit,RegisterID,Advertise,ConsID,GCSales,GCCredits,CustNo,StoreID,PCName,SaleTime,TaxJ
1639,Unknown,9/6/2019,Credit Card,20.77,4.15,1.40,0.00,18.02,3,0,17.63999939,0.00,,0,,18.02,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1640,Unknown,9/6/2019,Cash,8.00,0.00,0.67,0.00,8.67,2,0,6.800000191,0.00,,0,,8.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1641,Unknown,9/6/2019,Cash,23.99,0.00,2.02,0.00,26.01,1,0,20.38999939,0.00,,0,,26.01,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1642,Unknown,9/6/2019,Cash,2.39,0.00,0.20,0.00,2.59,1,0,2.029999971,0.00,,0,,2.59,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1643,Unknown,9/6/2019,Cash,23.96,0.00,2.01,0.00,25.97,2,0,20.36000061,0.00,,0,,25.97,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1644,Unknown,9/6/2019,Credit Card,10.38,0.00,0.87,0.00,11.25,3,0,8.819999695,0.00,,0,,11.25,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1645,Unknown,9/6/2019,Credit Card,8.40,0.00,0.71,0.00,9.11,2,0,7.139999866,0.00,,0,,9.11,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1646,Unknown,9/6/2019,Cash,5.60,0.00,0.47,0.00,6.07,1,0,4.760000229,0.00,,0,,6.07,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1647,Unknown,9/6/2019,Credit Card,5.59,0.00,0.47,0.00,6.06,1,0,0,0.00,,0,,6.06,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1648,Unknown,9/6/2019,Credit Card,76.64,0.00,6.44,0.00,83.08,10,0,63.34999847,0.00,,0,,83.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1649,Unknown,9/6/2019,Credit Card,10.76,2.15,0.72,0.00,9.33,4,0,6.760000229,0.00,,0,,9.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1650,Unknown,9/6/2019,Credit Card,50.90,10.18,3.42,0.00,44.14,10,0,29.69000053,0.00,,0,,44.14,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1651,Unknown,9/6/2019,Credit Card,140.00,28.00,9.41,0.00,121.41,1,0,119,0.00,,0,,121.41,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1652,Unknown,9/6/2019,Credit Card,43.99,0.00,3.70,0.00,47.69,1,0,37.38999939,0.00,,0,,47.69,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1653,Unknown,9/6/2019,Credit Card,6.00,0.00,0.50,0.00,6.50,1,0,5.099999905,0.00,,0,,6.50,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1654,Unknown,9/6/2019,Credit Card,25.16,0.00,2.11,0.00,27.27,11,0,19.01000023,0.00,,0,,27.27,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1655,Unknown,9/6/2019,Credit Card,49.60,0.00,4.17,0.00,53.77,2,0,42.15999985,0.00,,0,,53.77,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1656,Unknown,9/6/2019,Credit Card,31.20,0.00,2.62,0.00,33.82,2,0,26.52000046,0.00,,0,,33.82,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1657,Unknown,9/6/2019,Credit Card,9.60,0.00,0.81,0.00,10.41,1,0,8.159999847,0.00,,0,,10.41,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1658,Unknown,9/6/2019,Cash,9.60,0.00,0.81,0.00,10.41,1,0,8.159999847,0.00,,0,,10.41,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1659,Unknown,9/6/2019,Credit Card,93.40,18.68,6.28,0.00,81.00,7,0,67.47000122,0.00,,0,,81.00,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1660,Unknown,9/6/2019,Cash,2.31,0.00,0.19,0.00,2.50,1,0,2.309999943,0.00,,0,,2.50,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1661,Unknown,9/6/2019,Cash,7.99,0.00,0.67,0.00,8.66,1,0,0,0.00,,0,,8.66,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1662,Unknown,9/6/2019,Cash,5.98,0.00,0.50,0.00,6.48,3,0,4.059999943,0.00,,0,,6.48,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1663,Unknown,9/6/2019,Credit Card,30.00,6.00,2.02,0.00,26.02,1,0,25.5,0.00,,0,,26.02,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1664,Unknown,9/6/2019,Credit Card,2.27,0.00,0.08,0.00,2.35,2,0,0,0.00,,0,,2.35,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1665,Unknown,9/6/2019,Credit Card,9.99,2.00,0.67,0.00,8.66,1,0,8.489999771,0.00,,0,,8.66,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1666,Unknown,9/6/2019,Credit Card,24.90,0.00,2.09,0.00,26.99,2,0,21.14999962,0.00,,0,,26.99,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1667,Unknown,9/6/2019,Cash,7.50,1.50,0.50,0.00,6.50,1,0,6.369999886,0.00,,0,,6.50,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1668,Unknown,9/6/2019,Credit Card,40.00,0.00,3.36,0.00,43.36,4,0,34,0.00,,0,,43.36,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1669,Unknown,9/6/2019,Credit Card,95.90,0.00,8.06,0.00,103.96,23,0,73.68000031,0.00,,0,,103.96,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1670,Unknown,9/6/2019,Credit Card,14.50,2.90,0.97,0.00,12.57,3,0,12.31999969,0.00,,0,,12.57,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1671,Unknown,9/6/2019,Credit Card,23.59,0.00,1.98,0.00,25.57,2,0,20.04999924,0.00,,0,,25.57,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1672,Unknown,9/6/2019,Credit Card,100.00,0.00,8.40,0.00,108.40,1,0,85,0.00,,0,,108.40,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1673,Unknown,9/6/2019,Credit Card,20.00,0.00,1.68,0.00,21.68,4,0,17,0.00,,0,,21.68,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1674,Unknown,9/6/2019,Credit Card,7.20,0.00,0.60,0.00,7.80,1,0,6.119999886,0.00,,0,,7.80,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1675,Unknown,9/6/2019,Cash,9.52,0.00,0.80,0.00,10.32,1,0,8.090000153,0.00,,0,,10.32,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1676,Unknown,9/6/2019,Credit Card,4.09,0.82,0.27,0.00,3.54,2,0,3.549999952,0.00,,0,,3.54,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1677,Unknown,9/6/2019,Cash,6.40,0.00,0.54,0.00,6.94,1,0,5.440000057,0.00,,0,,6.94,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1678,Unknown,9/6/2019,Credit Card,7.99,0.00,0.67,0.00,8.66,1,0,6.789999962,0.00,,0,,8.66,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1679,Unknown,9/6/2019,Cash,6.98,1.40,0.47,0.00,6.05,2,0,5.920000076,0.00,,0,,6.05,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1680,Unknown,9/6/2019,Credit Card,39.16,0.00,3.29,0.00,42.45,3,0,33.27999878,0.00,,0,,42.45,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1681,Unknown,9/6/2019,Credit Card,49.26,0.00,4.14,0.00,53.40,4,0,0,0.00,,0,,53.40,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1682,Unknown,9/6/2019,Credit Card,15.99,0.00,1.34,0.00,17.33,1,0,13.59000015,0.00,,0,,17.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1683,Unknown,9/6/2019,Credit Card,7.96,0.00,0.67,0.00,8.63,1,0,6.760000229,0.00,,0,,8.63,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1684,Unknown,9/6/2019,Credit Card,23.99,0.00,2.02,0.00,26.01,2,0,20.38999939,0.00,,0,,26.01,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1685,Unknown,9/6/2019,Credit Card,5.56,0.00,0.47,0.00,6.03,1,0,4.71999979,0.00,,0,,6.03,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1686,Unknown,9/6/2019,Credit Card,8.50,1.70,0.57,0.00,7.37,3,0,7.21999979,0.00,,0,,7.37,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1687,Unknown,9/6/2019,Credit Card,19.96,0.00,1.68,0.00,21.64,1,0,16.95999908,0.00,,0,,21.64,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1688,Unknown,9/6/2019,Cash,6.00,1.20,0.40,0.00,5.20,1,0,5.099999905,0.00,,0,,5.20,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1689,Unknown,9/6/2019,Cash,26.00,5.20,1.75,0.00,22.55,3,0,17.85000038,0.00,,0,,22.55,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1690,Unknown,9/6/2019,Cash,10.00,0.00,0.84,0.00,10.84,1,0,8.5,0.00,,0,,10.84,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1691,Unknown,9/6/2019,Credit Card,11.96,0.00,1.00,0.00,12.96,1,0,10.15999985,0.00,,0,,12.96,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1692,Unknown,9/6/2019,Credit Card,140.00,0.00,11.76,0.00,151.76,1,0,119,0.00,,0,,151.76,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1693,Unknown,9/6/2019,Cash,5.39,0.00,0.45,0.00,5.84,2,0,4.579999924,0.00,,0,,5.84,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1694,Unknown,9/6/2019,Credit Card,19.20,0.00,1.61,0.00,20.81,4,0,16.30999947,0.00,,0,,20.81,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1695,Unknown,9/6/2019,Cash,5.00,0.00,0.42,0.00,5.42,1,0,4.25,0.00,,0,,5.42,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1696,Unknown,9/6/2019,Credit Card,8.00,0.00,0.67,0.00,8.67,1,0,6.800000191,0.00,,0,,8.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1697,Unknown,9/6/2019,Cash,9.20,0.00,0.77,0.00,9.97,5,0,7.820000172,0.00,,0,,9.97,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1698,Unknown,9/6/2019,Credit Card,7.99,1.60,0.54,0.00,6.93,1,0,6.789999962,0.00,,0,,6.93,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1699,Unknown,9/6/2019,Credit Card,27.50,5.50,1.85,0.00,23.85,3,0,23.37000084,0.00,,0,,23.85,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1700,Unknown,9/6/2019,Credit Card,17.50,3.50,1.18,0.00,15.18,2,0,14.86999989,0.00,,0,,15.18,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1701,Unknown,9/6/2019,Credit Card,46.39,0.00,3.90,0.00,50.29,4,0,12.23999977,0.00,,0,,50.29,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1702,Unknown,9/6/2019,Credit Card,21.95,4.39,1.48,0.00,19.04,3,0,18.64999962,0.00,,0,,19.04,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1703,Unknown,9/6/2019,Cash,29.40,0.00,2.47,0.00,31.87,3,0,24.47999954,0.00,,0,,31.87,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1704,Unknown,9/6/2019,Credit Card,4.79,0.00,0.40,0.00,5.19,1,0,4.070000172,0.00,,0,,5.19,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1705,Unknown,9/6/2019,Credit Card,2.40,0.00,0.20,0.00,2.60,1,0,2.039999962,0.00,,0,,2.60,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1706,Unknown,9/6/2019,Cash,10.00,0.00,0.00,0.00,10.00,1,0,0,0.00,,0,,10.00,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1707,Unknown,9/6/2019,Credit Card,28.00,0.00,2.35,0.00,30.35,1,0,23.79999924,0.00,,0,,30.35,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1708,Unknown,9/6/2019,Credit Card,19.74,3.95,1.33,0.00,17.12,3,0,16.77000046,0.00,,0,,17.12,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1709,Unknown,9/6/2019,Credit Card,7.20,0.00,0.60,0.00,7.80,1,0,6.119999886,0.00,,0,,7.80,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1710,Unknown,9/6/2019,Credit Card,62.80,0.00,5.28,0.00,68.08,3,0,53.38000107,0.00,,0,,68.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1711,Unknown,9/6/2019,Cash,2.00,0.40,0.13,0.00,1.73,1,0,1.700000048,0.00,,0,,1.73,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1712,Unknown,9/6/2019,Credit Card,36.45,7.29,2.45,0.00,31.61,6,0,30.95999908,0.00,,0,,31.61,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1713,Unknown,9/6/2019,Credit Card,4.76,0.00,0.40,0.00,5.16,1,0,4.039999962,0.00,,0,,5.16,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1714,Unknown,9/6/2019,Credit Card,68.13,13.63,4.58,0.00,59.08,8,0,57.86999893,0.00,,0,,59.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1715,Unknown,9/6/2019,Cash,8.00,0.00,0.67,0.00,8.67,1,0,6.800000191,0.00,,0,,8.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1716,Unknown,9/6/2019,Cash,25.00,5.00,1.68,0.00,21.68,4,0,21.25,0.00,,0,,21.68,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1717,Unknown,9/6/2019,Credit Card,38.40,0.00,3.23,0.00,41.63,2,0,32.63999939,0.00,,0,,41.63,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1718,Unknown,9/6/2019,Credit Card,15.60,0.00,1.31,0.00,16.91,1,0,13.26000023,0.00,,0,,16.91,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1719,Unknown,9/6/2019,Cash,5.20,0.00,0.44,0.00,5.64,1,0,4.420000076,0.00,,0,,5.64,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1720,Unknown,9/6/2019,Credit Card,22.90,4.58,1.54,0.00,19.86,3,0,19.45000076,0.00,,0,,19.86,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1721,Unknown,9/6/2019,Cash,10.39,0.00,0.87,0.00,11.26,5,0,8.829999924,0.00,,0,,11.26,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1722,Unknown,9/6/2019,Cash,10.75,2.15,0.72,0.00,9.32,3,0,9.130000114,0.00,,0,,9.32,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1723,Unknown,9/6/2019,Cash,113.20,0.00,9.51,0.00,122.71,3,0,96.22000122,0.00,,0,,122.71,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1724,Unknown,9/6/2019,Credit Card,15.00,3.00,1.01,0.00,13.01,2,0,12.73999977,0.00,,0,,13.01,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1725,Unknown,9/6/2019,Credit Card,15.97,3.19,1.07,0.00,13.85,3,0,9.329999924,0.00,,0,,13.85,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1726,Unknown,9/6/2019,Credit Card,15.96,0.00,1.34,0.00,17.30,3,0,13.56000042,0.00,,0,,17.30,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1727,Unknown,9/6/2019,Cash,4.00,0.80,0.27,0.00,3.47,4,0,3.400000095,0.00,,0,,3.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1728,Unknown,9/6/2019,Credit Card,16.00,3.20,1.08,0.00,13.88,1,0,13.60000038,0.00,,0,,13.88,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1729,Unknown,9/6/2019,Credit Card,2.98,0.00,0.00,0.00,2.98,2,0,1.179999948,0.00,,0,,2.98,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1730,Unknown,9/6/2019,Cash,3.20,0.00,0.27,0.00,3.47,1,0,2.720000029,0.00,,0,,3.47,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1731,Unknown,9/6/2019,Credit Card,25.00,5.00,1.68,0.00,21.68,1,0,21.25,0.00,,0,,21.68,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1732,Unknown,9/6/2019,Credit Card,22.21,0.00,1.87,0.00,24.08,5,0,13.56999969,0.00,,0,,24.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1733,Unknown,9/6/2019,Cash,13.00,2.60,0.87,0.00,11.27,2,0,11.05000019,0.00,,0,,11.27,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1734,Unknown,9/6/2019,Credit Card,8.00,1.60,0.54,0.00,6.94,1,0,6.800000191,0.00,,0,,6.94,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1735,Unknown,9/6/2019,Cash,13.90,0.00,1.17,0.00,15.07,5,0,3.400000095,0.00,,0,,15.07,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1736,Unknown,9/6/2019,Credit Card,10.48,2.10,0.70,0.00,9.08,3,0,8.890000343,0.00,,0,,9.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1737,Unknown,9/6/2019,Cash,4.40,0.00,0.37,0.00,4.77,1,0,3.74000001,0.00,,0,,4.77,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1738,Unknown,9/6/2019,Cash,28.90,0.00,2.43,0.00,31.33,2,0,24.54999924,0.00,,0,,31.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1739,Unknown,9/6/2019,Credit Card,3.99,0.00,0.34,0.00,4.33,1,0,3.390000105,0.00,,0,,4.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1740,Unknown,9/7/2019,Credit Card,14.97,0.00,1.26,0.00,16.23,3,0,14.97000027,0.00,,0,,16.23,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1741,Unknown,9/7/2019,Credit Card,9.98,0.00,0.84,0.00,10.82,2,0,8.479999542,0.00,,0,,10.82,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1742,Unknown,9/7/2019,Cash,14.75,0.00,1.24,0.00,15.99,2,0,12.52999973,0.00,,0,,15.99,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1743,Unknown,9/7/2019,Cash,16.48,0.00,1.38,0.00,17.86,2,0,1.690000057,0.00,,0,,17.86,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1744,Unknown,9/7/2019,Credit Card,1.54,0.00,0.13,0.00,1.67,2,0,0.460000008,0.00,,0,,1.67,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1745,Unknown,9/7/2019,Credit Card,12.00,0.00,1.01,0.00,13.01,1,0,10.19999981,0.00,,0,,13.01,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1746,Unknown,9/7/2019,Cash,1.39,0.00,0.12,0.00,1.51,1,0,1.179999948,0.00,,0,,1.51,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1747,Unknown,9/7/2019,Cash,23.00,0.00,1.93,0.00,24.93,1,0,19.54999924,0.00,,0,,24.93,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1748,Unknown,9/7/2019,Cash,8.96,0.00,0.75,0.00,9.71,2,0,5.340000153,0.00,,0,,9.71,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1749,Unknown,9/7/2019,Cash,1.99,0.00,0.17,0.00,2.16,1,0,1.690000057,0.00,,0,,2.16,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1750,Unknown,9/7/2019,Credit Card,84.00,0.00,7.06,0.00,91.06,2,0,71.40000153,0.00,,0,,91.06,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1751,Unknown,9/7/2019,Credit Card,5.75,0.00,0.48,0.00,6.23,1,0,4.880000114,0.00,,0,,6.23,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1752,Unknown,9/7/2019,Cash,14.95,0.00,1.26,0.00,16.21,1,0,12.69999981,0.00,,0,,16.21,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1753,Unknown,9/7/2019,Cash,15.00,0.00,1.26,0.00,16.26,1,0,12.75,0.00,,0,,16.26,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1754,Unknown,9/7/2019,Cash,10.99,0.00,0.92,0.00,11.91,2,0,9.340000153,0.00,,0,,11.91,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1755,Unknown,9/7/2019,Credit Card,59.00,0.00,4.96,0.00,63.96,1,0,50.15000153,0.00,,0,,63.96,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1756,Unknown,9/7/2019,Credit Card,25.00,0.00,2.10,0.00,27.10,1,0,21.25,0.00,,0,,27.10,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1757,Unknown,9/7/2019,Cash,1.00,0.00,0.08,0.00,1.08,1,0,0.850000024,0.00,,0,,1.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1758,Unknown,9/7/2019,Cash,53.49,0.00,4.49,0.00,57.98,5,0,45.45999908,0.00,,0,,57.98,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
1759,Unknown,9/7/2019,Cash,5.50,0.00,0.46,0.00,5.96,1,0,0,0.00,,0,,5.96,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1760,Unknown,9/7/2019,Cash,1.00,0.00,0.08,0.00,1.08,1,0,0.850000024,0.00,,0,,1.08,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-00F8B3I,1/0/1900,
1761,Unknown,9/7/2019,Cash,3.99,0.00,0.34,0.00,4.33,1,0,3.390000105,0.00,,0,,4.33,,0.00,0.00,,0.00,1,,,0.00,0.00,,,DESKTOP-IFH04SI,1/0/1900,
